laptop_id,serial_number,listed_date,ram_gb,storage_gb,screen_size_in,weight_kg,battery_hours,brand,cpu_brand,gpu_brand,laptop_type,os,price
LAP-010698,SN-63065200,2024-07-22,8,128.0,17.3,1.93,6.0,MSI,Apple Silicon,NVIDIA,2 en 1,macOS,1285.66
LAP-003829,SN-18225563,2022-11-13,16,1024.0,14.0,1.66,9.7,HP,Intel,Integrada,Notebook,Windows,674.66
LAP-003116,SN-71963109,2021-08-12,16,256.0,17.3,2.9,8.6,Apple,Intel,Integrada,Gaming,Windows,1811.5
LAP-017205,SN-88485919,2021-03-11,32,256.0,13.3,1.26,5.9,Lenovo,Intel,Integrada,Ultrabook,Windows,910.74
LAP-019403,SN-20130429,2024-03-14,16,1024.0,17.4,2.77,7.4,Dell,Apple Silicon,AMD Radeon,Ultrabook,macOS,1319.45
LAP-018390,SN-94125521,2021-09-02,16,128.0,15.7,1.94,7.7,HP,Apple Silicon,NVIDIA,Business,macOS,945.06
LAP-012943,SN-63010840,2021-12-09,64,256.0,13.3,0.9,9.2,Acer,AMD,AMD Radeon,2 en 1,Windows,1461.23
LAP-013815,SN-34472315,2024-03-19,4,512.0,15.9,2.19,9.0,MSI,Intel,Integrada,Notebook,Windows,820.53
LAP-002883,SN-37696604,2024-10-01,16,128.0,15.6,2.07,2.6,Dell,AMD,Integrada,Notebook,Linux,492.29
LAP-011993,SN-49705529,2021-03-29,8,,16.0,1.19,9.5,Acer,Intel,Integrada,Business,Linux,554.47
LAP-002313,SN-89468176,2022-04-18,64,256.0,15.7,2.84,5.7,Dell,Intel,Integrada,Gaming,Windows,1576.92
LAP-000643,SN-90611160,2022-10-08,4,128.0,15.7,0.9,7.1,Asus,Apple Silicon,NVIDIA,2 en 1,macOS,945.18
LAP-005200,SN-84066935,2022-03-06,16,,15.6,2.71,9.0,Asus,Intel,Integrada,Gaming,Windows,1493.73
LAP-010592,SN-59271901,2023-12-27,8,512.0,15.5,1.1,6.8,Lenovo,Intel,NVIDIA,Business,Linux,1265.43
LAP-014934,SN-20602548,2024-11-20,8,,13.2,1.98,6.4,Dell,Apple Silicon,NVIDIA,Ultrabook,macOS,1147.83
LAP-015715,SN-38575645,2023-06-25,16,512.0,13.3,1.82,2.0,HP,Intel,NVIDIA,2 en 1,ChromeOS,1147.9
LAP-003805,SN-68523422,2021-01-18,32,512.0,13.4,2.28,6.3,MSI,Intel,Integrada,Gaming,Windows,1384.58
LAP-001055,SN-67523925,2023-05-29,32,1024.0,15.6,1.78,7.7,Samsung,AMD,Integrada,Business,Windows,1199.82
LAP-006731,SN-13842429,2022-10-14,8,512.0,15.6,1.89,9.1,Lenovo,Intel,NVIDIA,Notebook,ChromeOS,952.9
LAP-008365,SN-29749174,2023-02-20,16,256.0,15.6,2.61,6.6,Apple,Intel,NVIDIA,Gaming,Linux,2142.73
LAP-016915,SN-84501744,2021-01-25,16,512.0,13.2,2.62,7.1,Samsung,Intel,NVIDIA,Gaming,Windows,1507.37
LAP-006504,SN-54664823,2024-11-12,16,128.0,14.0,1.86,6.6,Asus,Intel,Integrada,2 en 1,Linux,595.39
LAP-019837,SN-98126805,2023-08-18,8,,17.2,3.19,8.3,Dell,AMD,Integrada,Gaming,Windows,1464.4
LAP-007059,SN-95440312,2022-07-27,8,256.0,15.6,2.81,5.4,Asus,Intel,NVIDIA,Gaming,Windows,1480.04
LAP-014115,SN-85088469,2024-10-11,8,256.0,16.0,1.58,10.1,HP,AMD,Integrada,2 en 1,Windows,624.47
LAP-003492,SN-65582081,2022-09-10,8,1024.0,15.6,2.26,12.7,Lenovo,AMD,Integrada,Gaming,Windows,1098.66
LAP-003895,SN-60557181,2021-01-28,4,256.0,15.6,1.32,6.7,Samsung,AMD,NVIDIA,2 en 1,Windows,1111.72
LAP-014415,SN-86999516,2022-08-12,16,,15.5,1.9,2.9,Dell,Intel,NVIDIA,2 en 1,Windows,1336.85
LAP-006230,SN-22022992,2022-07-06,8,128.0,17.2,1.3,7.1,Asus,Intel,AMD Radeon,Business,Windows,1052.46
LAP-003555,SN-29834737,2023-01-06,16,256.0,16.0,1.44,6.2,Asus,Intel,Integrada,Ultrabook,Windows,967.14
LAP-001630,SN-60499306,2024-09-12,16,512.0,13.3,2.34,10.4,Acer,AMD,NVIDIA,Gaming,Windows,1323.31
LAP-014108,SN-23999346,2023-12-15,64,512.0,13.2,1.77,7.7,Dell,AMD,Integrada,Business,Windows,1316.81
LAP-018238,SN-15671636,2022-10-17,16,1024.0,13.9,2.03,7.2,MSI,Apple Silicon,NVIDIA,Notebook,macOS,1451.12
LAP-010062,SN-30591993,2023-12-17,8,256.0,17.3,2.82,8.3,MSI,Intel,NVIDIA,Gaming,Windows,1575.09
LAP-019320,SN-22677794,2022-10-20,8,256.0,13.3,2.07,7.6,Apple,AMD,Integrada,Business,Windows,1114.61
LAP-005900,SN-21471508,2021-03-09,16,512.0,15.6,0.94,9.7,Samsung,Intel,Integrada,2 en 1,ChromeOS,912.92
LAP-008389,SN-86207765,2022-12-11,32,128.0,14.0,2.71,10.5,Lenovo,AMD,Integrada,Gaming,Windows,1199.6
LAP-015285,SN-42211186,2023-10-16,16,512.0,15.5,3.5,10.3,Lenovo,AMD,Integrada,Gaming,Windows,1173.35
LAP-003622,SN-53801284,2022-06-24,16,512.0,14.0,1.99,6.9,Lenovo,AMD,NVIDIA,Notebook,Windows,1038.82
LAP-006204,SN-48215874,2024-12-23,4,256.0,13.3,3.63,7.3,Dell,AMD,NVIDIA,Gaming,Windows,1308.68
LAP-007480,SN-48621749,2023-10-02,8,1024.0,15.6,1.39,9.9,Apple,Intel,Integrada,2 en 1,ChromeOS,1451.02
LAP-001982,SN-32964141,2022-02-20,8,256.0,17.3,1.43,8.7,Dell,Intel,Integrada,2 en 1,Windows,712.64
LAP-018387,SN-39774354,2023-05-19,4,512.0,14.0,1.29,8.3,Lenovo,Intel,Integrada,Notebook,Windows,500.31
LAP-014814,SN-71810010,2022-10-29,8,128.0,17.3,2.55,2.9,Apple,AMD,Integrada,2 en 1,ChromeOS,1214.75
LAP-010946,SN-63223448,2023-08-23,4,256.0,17.4,2.53,8.6,MSI,Intel,Integrada,Gaming,Windows,1142.12
LAP-017159,SN-21417510,2022-05-26,8,256.0,17.2,1.23,5.5,HP,Intel,Integrada,Ultrabook,Linux,670.62
LAP-018204,SN-92163759,2024-06-26,8,256.0,16.0,2.24,6.1,HP,Intel,AMD Radeon,Business,Windows,823.61
LAP-013709,SN-30300729,2024-08-06,4,1024.0,15.6,1.74,11.2,HP,AMD,AMD Radeon,Ultrabook,Windows,1188.33
LAP-019212,SN-74124641,2023-01-09,32,512.0,15.7,1.88,10.6,Asus,Intel,Integrada,Notebook,ChromeOS,888.59
LAP-019365,SN-79013127,2023-10-14,16,2048.0,14.0,2.0,8.5,Samsung,Intel,Integrada,Ultrabook,Windows,1204.86
LAP-012972,SN-22046412,2021-11-24,32,256.0,15.6,1.56,5.1,Samsung,AMD,NVIDIA,2 en 1,Windows,1346.28
LAP-003196,SN-92194995,2021-08-04,32,512.0,15.6,2.69,6.6,HP,AMD,Integrada,Gaming,Linux,1269.38
LAP-003027,SN-14987378,2022-11-30,16,1024.0,15.9,1.41,8.8,Apple,Intel,NVIDIA,Notebook,Windows,1767.92
LAP-004400,SN-16950916,2022-09-22,16,512.0,13.3,2.39,6.7,Asus,Intel,Integrada,Gaming,Windows,1102.68
LAP-010144,SN-86456376,2023-01-31,32,256.0,13.3,1.78,9.4,HP,Intel,Integrada,Ultrabook,Windows,955.93
LAP-003766,SN-80287771,2021-06-13,8,512.0,15.6,1.72,6.9,Apple,AMD,Integrada,2 en 1,Windows,1322.31
LAP-013643,SN-53984058,2022-05-09,8,512.0,13.3,2.64,3.0,Samsung,Intel,NVIDIA,Gaming,Windows,1374.32
LAP-013774,SN-44097154,2024-06-06,8,1024.0,15.6,,7.8,Apple,Intel,AMD Radeon,Business,Windows,1590.16
LAP-001573,SN-86226937,2021-12-23,32,512.0,14.0,2.09,9.8,MSI,Apple Silicon,Integrada,Ultrabook,macOS,1262.06
LAP-015900,SN-42405620,2022-03-29,32,256.0,15.6,2.3,6.2,Samsung,AMD,Integrada,Gaming,Windows,1336.92
LAP-014570,SN-48063876,2022-07-11,4,2048.0,13.3,2.49,6.2,HP,AMD,NVIDIA,2 en 1,ChromeOS,1474.8
LAP-013557,SN-49485560,2023-05-17,8,512.0,13.2,2.12,4.6,Lenovo,Intel,NVIDIA,2 en 1,Windows,1125.38
LAP-002103,SN-45713485,2022-07-13,16,512.0,17.3,2.16,5.7,HP,AMD,NVIDIA,Notebook,Windows,1047.63
LAP-016424,SN-79541915,2023-02-12,16,1024.0,13.3,2.03,6.2,MSI,Intel,Integrada,Business,Windows,1094.71
LAP-015425,SN-37656891,2022-11-07,8,256.0,13.3,2.71,7.8,Asus,Intel,NVIDIA,Gaming,Windows,1503.86
LAP-019607,SN-88368488,2023-10-10,16,1024.0,17.3,1.8,8.5,Apple,Intel,Integrada,Notebook,Windows,1513.46
LAP-016904,SN-84828765,2024-08-24,8,512.0,16.0,1.95,10.6,Samsung,Intel,Integrada,Notebook,Windows,754.7
LAP-012602,SN-61742122,2023-12-21,32,256.0,14.0,2.39,8.2,Samsung,Intel,Integrada,Gaming,Windows,1188.98
LAP-004240,SN-79812533,2022-04-25,16,256.0,15.6,1.46,10.4,Lenovo,Intel,AMD Radeon,Business,Windows,933.96
LAP-014458,SN-90350268,2022-07-30,16,128.0,13.4,2.44,8.1,MSI,AMD,Integrada,Notebook,Windows,585.33
LAP-003784,SN-88157182,2021-09-18,32,512.0,16.0,1.65,7.2,Samsung,AMD,Integrada,2 en 1,Windows,1179.75
LAP-009040,SN-93516638,2024-11-30,16,512.0,16.0,1.77,7.4,Apple,AMD,Integrada,Ultrabook,Windows,1447.12
LAP-018592,SN-52435636,2024-12-14,4,512.0,16.0,1.75,11.1,MSI,AMD,Integrada,Business,Windows,791.99
LAP-015813,SN-10390339,2022-06-10,32,512.0,15.6,1.78,16.9,Acer,AMD,NVIDIA,Notebook,Windows,1124.7
LAP-011820,SN-89867773,2024-06-20,4,128.0,13.4,2.58,6.3,Apple,Intel,Integrada,Notebook,Windows,733.53
LAP-017548,SN-18763038,2021-06-15,16,128.0,16.1,2.28,11.6,Dell,Intel,Integrada,2 en 1,Windows,764.45
LAP-011477,SN-74605298,2024-08-09,4,1024.0,14.0,2.15,10.7,Samsung,Intel,Integrada,Gaming,Windows,1032.88
LAP-009434,SN-79423992,2023-07-29,32,256.0,13.3,0.9,7.6,Asus,AMD,Integrada,Ultrabook,ChromeOS,1005.89
LAP-005649,SN-84250142,2023-08-13,16,1024.0,14.1,2.78,10.6,Samsung,Intel,NVIDIA,Gaming,Windows,1824.92
LAP-005653,SN-44297631,2022-07-23,4,256.0,17.3,1.52,12.0,Asus,Intel,NVIDIA,2 en 1,Windows,1200.44
LAP-017336,SN-74392310,2023-12-18,16,256.0,13.3,1.86,8.1,Lenovo,AMD,Integrada,Ultrabook,Windows,611.43
LAP-011550,SN-75404047,2022-04-09,8,256.0,15.6,2.41,11.8,Lenovo,Intel,Integrada,Gaming,ChromeOS,971.02
LAP-008717,SN-28747313,2021-05-12,16,128.0,13.3,2.2,8.0,Asus,Intel,Integrada,Gaming,Windows,911.38
LAP-015588,SN-10967225,2024-01-30,32,256.0,14.0,1.51,7.6,MSI,Intel,NVIDIA,Notebook,ChromeOS,1342.05
LAP-003224,SN-22367782,2021-12-26,16,512.0,16.1,1.34,,Acer,AMD,NVIDIA,Ultrabook,ChromeOS,1262.26
LAP-002019,SN-34088899,2022-12-06,16,512.0,15.5,0.97,10.9,Asus,Intel,AMD Radeon,Ultrabook,Windows,1073.3
LAP-000437,SN-78638038,2022-04-21,16,512.0,13.3,2.13,7.1,Samsung,Apple Silicon,Integrada,2 en 1,macOS,856.37
LAP-007091,SN-46278560,2023-07-13,8,256.0,17.4,1.62,10.5,Asus,Apple Silicon,NVIDIA,Business,macOS,1294.72
LAP-008109,SN-52442674,2023-08-10,32,2048.0,16.0,1.59,6.6,MSI,AMD,Integrada,Notebook,Windows,1273.44
LAP-017465,SN-59634192,2021-04-03,16,256.0,15.6,1.6,10.5,Asus,Intel,NVIDIA,Notebook,Windows,977.9
LAP-007232,SN-41969348,2022-12-11,8,256.0,16.0,2.43,9.0,Asus,AMD,Integrada,Business,Linux,534.71
LAP-006519,SN-17483382,2021-01-16,16,256.0,15.7,1.53,4.6,Dell,AMD,NVIDIA,2 en 1,Windows,1172.24
LAP-006965,SN-25899492,2021-07-17,4,1024.0,15.6,1.77,8.3,MSI,AMD,Integrada,Gaming,Linux,1229.92
LAP-013663,SN-75962975,2021-02-27,32,512.0,13.3,3.06,5.2,Acer,Intel,Integrada,Gaming,Windows,1075.66
LAP-003614,SN-56928217,2021-12-04,32,512.0,16.0,2.09,8.9,MSI,AMD,NVIDIA,Business,Windows,1657.43
LAP-007627,SN-52390027,2024-09-14,32,256.0,15.9,1.09,6.5,Dell,AMD,AMD Radeon,Notebook,Windows,1075.97
LAP-007919,SN-39873436,2021-10-24,32,512.0,17.4,1.47,11.9,Asus,Intel,Integrada,Notebook,Windows,1039.28
LAP-004389,SN-85487879,2022-10-05,16,256.0,17.3,3.04,9.9,Acer,Intel,Integrada,Gaming,Windows,1039.07
LAP-015636,SN-29604090,2024-11-13,8,256.0,15.6,2.03,5.2,Lenovo,Intel,NVIDIA,Notebook,Windows,961.32
LAP-007908,SN-68934841,2024-05-05,16,1024.0,15.6,1.37,,Dell,AMD,Integrada,Business,Windows,860.67
LAP-013667,SN-75000570,2022-01-01,4,512.0,13.3,2.18,8.1,Samsung,AMD,Integrada,Notebook,Windows,517.53
LAP-011218,SN-81245254,2023-06-01,8,256.0,15.9,2.16,9.5,Lenovo,AMD,Integrada,Gaming,Windows,1022.06
LAP-006208,SN-57584695,2024-02-15,8,1024.0,14.0,2.67,7.6,Lenovo,AMD,Integrada,Gaming,Linux,1186.25
LAP-014015,SN-46982904,2024-10-05,4,1024.0,14.0,1.96,10.2,Dell,Apple Silicon,NVIDIA,Gaming,macOS,1663.46
LAP-015703,SN-57839090,2024-09-04,32,256.0,15.6,1.43,8.8,MSI,Intel,NVIDIA,Notebook,Windows,1319.44
LAP-005351,SN-87162275,2024-12-23,8,1024.0,13.3,1.2,9.1,Acer,AMD,Integrada,2 en 1,Windows,849.4
LAP-010028,SN-56791083,2024-08-30,16,512.0,14.0,2.26,9.0,MSI,AMD,Integrada,Business,Windows,807.11
LAP-017350,SN-37852895,2024-09-02,16,512.0,14.0,2.83,4.1,Asus,AMD,Integrada,Gaming,Windows,1174.17
LAP-012797,SN-58274621,2024-06-11,8,512.0,14.0,1.27,8.0,Acer,AMD,Integrada,Notebook,Windows,504.44
LAP-009398,SN-44465312,2022-12-26,8,512.0,13.3,1.24,,Samsung,AMD,AMD Radeon,Ultrabook,Linux,986.43
LAP-012611,SN-16775823,2024-02-02,8,1024.0,15.7,1.0,8.2,Dell,Intel,AMD Radeon,Business,Windows,1129.17
LAP-000821,SN-65562068,2022-03-16,16,512.0,15.5,2.17,6.6,Apple,Intel,AMD Radeon,Notebook,Windows,1467.99
LAP-013315,SN-30617410,2022-11-09,16,512.0,14.0,1.51,6.5,Samsung,Intel,Integrada,2 en 1,Windows,893.97
LAP-015486,SN-83204808,2024-12-12,16,512.0,15.6,1.4,6.9,Apple,AMD,NVIDIA,2 en 1,Windows,1948.6
LAP-017455,SN-92505229,2023-01-23,16,,17.3,2.01,7.8,Lenovo,AMD,Integrada,Notebook,Windows,687.03
LAP-007369,SN-52377514,2022-10-03,8,1024.0,15.7,1.25,10.6,HP,Intel,NVIDIA,Business,Windows,1207.73
LAP-018951,SN-31070715,2023-07-22,32,256.0,16.1,1.96,7.6,Samsung,Intel,Integrada,Ultrabook,Windows,1072.27
LAP-008276,SN-30019360,2024-05-29,16,512.0,13.3,1.61,7.9,MSI,Intel,Integrada,Ultrabook,Linux,995.18
LAP-001413,SN-32195056,2022-10-13,32,256.0,13.3,2.16,9.0,MSI,AMD,Integrada,Gaming,Windows,1394.56
LAP-004657,SN-78187699,2023-03-26,4,512.0,17.3,1.43,9.7,Acer,Intel,AMD Radeon,Notebook,Windows,797.73
LAP-005590,SN-90564800,2023-10-21,16,256.0,16.0,2.11,11.6,Dell,Intel,NVIDIA,Ultrabook,Windows,1286.28
LAP-008190,SN-13202917,2023-02-13,4,1024.0,16.0,2.34,7.4,HP,Apple Silicon,Integrada,2 en 1,macOS,630.47
LAP-018697,SN-22180363,2023-04-01,16,256.0,17.2,1.73,8.9,Apple,AMD,Integrada,Notebook,Windows,1304.91
LAP-013147,SN-51870403,2021-11-19,64,1024.0,13.3,3.45,10.2,Acer,AMD,Integrada,Gaming,Windows,1667.45
LAP-019636,SN-31911256,2021-08-25,32,128.0,15.6,2.42,10.4,Acer,Intel,Integrada,Business,Windows,747.71
LAP-017960,SN-14450854,2022-04-11,8,512.0,15.6,2.63,10.1,MSI,Intel,Integrada,Ultrabook,Windows,965.55
LAP-001882,SN-49131727,2022-03-30,8,1024.0,13.3,2.21,7.2,HP,AMD,NVIDIA,Business,Windows,1130.31
LAP-017984,SN-27922598,2022-04-29,16,1024.0,15.5,1.03,7.6,MSI,Intel,NVIDIA,2 en 1,Windows,1470.1
LAP-016766,SN-40023653,2024-11-18,8,2048.0,15.9,1.87,12.2,MSI,AMD,NVIDIA,Business,Windows,1733.34
LAP-011304,SN-77132254,2022-10-27,32,256.0,13.3,3.26,6.3,Apple,AMD,Integrada,Gaming,Windows,1678.47
LAP-015867,SN-40018600,2022-10-17,32,512.0,15.6,2.13,5.1,HP,AMD,Integrada,Ultrabook,Windows,1075.49
LAP-011689,SN-31783146,2023-11-09,16,256.0,16.0,2.11,11.4,Asus,Intel,Integrada,Gaming,Windows,1256.37
LAP-013948,SN-47822257,2022-01-27,32,512.0,13.9,1.57,7.7,Lenovo,Intel,AMD Radeon,2 en 1,Linux,1299.16
LAP-002536,SN-41413322,2022-10-07,16,512.0,16.0,1.81,8.8,Lenovo,Intel,AMD Radeon,2 en 1,Windows,1245.22
LAP-017249,SN-28124106,2022-05-03,8,256.0,15.6,2.44,8.6,Lenovo,AMD,Integrada,Gaming,Linux,965.93
LAP-007902,SN-59187984,2024-01-15,4,128.0,15.6,1.49,11.7,Lenovo,Apple Silicon,Integrada,Notebook,macOS,340.45
LAP-001099,SN-20411205,2023-08-21,8,512.0,15.6,1.6,6.6,Asus,Intel,NVIDIA,Business,Windows,1231.35
LAP-019400,SN-51591847,2023-10-30,16,1024.0,13.9,1.72,5.3,Lenovo,Intel,Integrada,Notebook,Windows,738.32
LAP-015767,SN-17286146,2024-09-23,16,128.0,13.3,,5.7,Apple,Intel,Integrada,Business,Windows,1308.63
LAP-019245,SN-59106783,2021-05-24,32,512.0,16.1,2.45,8.3,Samsung,Intel,NVIDIA,Gaming,Linux,1846.3
LAP-009424,SN-27422837,2021-04-27,16,256.0,15.6,2.4,8.8,Lenovo,Intel,Integrada,Ultrabook,ChromeOS,793.01
LAP-009396,SN-27380345,2021-10-04,32,256.0,15.6,2.14,6.4,HP,Intel,NVIDIA,Notebook,Windows,1266.67
LAP-017803,SN-14833764,2024-09-15,32,1024.0,16.0,1.68,4.6,Samsung,Intel,NVIDIA,Ultrabook,Windows,1735.27
LAP-019185,SN-37208900,2021-12-31,16,512.0,15.5,1.75,11.1,Samsung,Intel,AMD Radeon,Gaming,Windows,1403.51
LAP-017515,SN-95619429,2021-02-18,8,256.0,15.6,2.57,2.8,HP,Intel,NVIDIA,Business,Linux,978.99
LAP-002692,SN-83480362,2021-07-03,32,1024.0,15.6,2.33,8.9,Samsung,Apple Silicon,Integrada,Ultrabook,macOS,1188.93
LAP-005676,SN-83518460,2023-09-08,32,256.0,14.0,1.99,9.6,Acer,AMD,Integrada,Business,Linux,744.67
LAP-017622,SN-46868358,2024-05-05,4,256.0,17.3,1.73,9.0,Asus,AMD,Integrada,Ultrabook,Linux,633.58
LAP-004228,SN-96761157,2021-11-18,8,512.0,15.5,2.94,5.1,Lenovo,AMD,NVIDIA,Gaming,Windows,1427.52
LAP-004532,SN-28101012,2024-11-06,64,128.0,16.1,1.31,7.4,Apple,AMD,Integrada,2 en 1,Windows,1957.53
LAP-000233,SN-84013845,2023-09-15,16,256.0,13.2,2.58,8.0,MSI,Intel,Integrada,Gaming,Windows,1269.25
LAP-007425,SN-70179931,2021-01-27,8,1024.0,14.0,,5.9,Samsung,Apple Silicon,Integrada,Ultrabook,macOS,732.5
LAP-002944,SN-12976484,2024-09-23,32,512.0,15.9,2.1,5.4,MSI,Intel,NVIDIA,2 en 1,Windows,1632.84
LAP-004821,SN-85319127,2022-09-14,64,1024.0,14.0,2.71,8.2,Apple,AMD,NVIDIA,2 en 1,Windows,2620.64
LAP-019683,SN-19217898,2024-12-11,16,128.0,13.3,1.88,8.6,HP,Intel,NVIDIA,Ultrabook,Windows,1104.54
LAP-014756,SN-28165031,2024-08-13,16,1024.0,15.6,1.67,11.8,Asus,AMD,Integrada,Ultrabook,Windows,1062.55
LAP-010506,SN-76328023,2023-02-27,8,512.0,13.3,2.04,6.0,Dell,Intel,Integrada,Business,Linux,582.01
LAP-014376,SN-54922918,2021-12-24,16,1024.0,13.3,2.23,10.3,Lenovo,Intel,NVIDIA,Ultrabook,Windows,1451.35
LAP-003182,SN-85106799,2024-07-21,8,1024.0,17.3,1.56,8.9,Apple,Intel,Integrada,Business,Windows,1490.87
LAP-016115,SN-49145504,2024-04-16,32,256.0,17.2,2.32,7.0,Lenovo,Intel,NVIDIA,Gaming,ChromeOS,1765.0
LAP-011481,SN-81125318,2023-05-28,32,512.0,15.6,2.62,7.1,Apple,AMD,Integrada,Business,Windows,1574.28
LAP-008479,SN-23297742,2023-02-10,8,128.0,13.9,2.45,6.1,Apple,Intel,AMD Radeon,Ultrabook,Windows,1364.44
LAP-007043,SN-28225045,2024-06-17,8,256.0,13.4,0.9,12.2,MSI,Intel,Integrada,Ultrabook,Linux,899.93
LAP-018171,SN-87840521,2023-12-17,32,128.0,15.7,,6.7,Dell,Intel,NVIDIA,2 en 1,Windows,1413.06
LAP-018194,SN-21792142,2021-02-12,64,512.0,13.3,2.49,,Dell,AMD,Integrada,Business,Windows,1249.54
LAP-005638,SN-32481235,2022-08-10,8,512.0,14.0,1.11,10.1,Dell,Intel,Integrada,2 en 1,ChromeOS,781.43
LAP-014217,SN-32129840,2024-07-16,16,1024.0,14.0,1.15,6.5,Lenovo,AMD,AMD Radeon,Business,Windows,1216.62
LAP-009692,SN-75466770,2023-04-25,8,1024.0,16.0,1.29,10.1,Acer,AMD,Integrada,2 en 1,Linux,846.24
LAP-013182,SN-53961750,2021-10-19,16,1024.0,15.6,2.21,3.3,Apple,Intel,Integrada,Gaming,ChromeOS,2047.21
LAP-013576,SN-12036456,2024-03-17,16,512.0,15.6,2.56,8.7,Apple,Intel,Integrada,Ultrabook,ChromeOS,1532.6
LAP-009310,SN-41998963,2021-05-08,32,512.0,15.6,2.08,7.9,MSI,Intel,NVIDIA,Notebook,Linux,1493.28
LAP-018609,SN-85647012,2023-01-19,16,512.0,14.0,1.08,7.7,Dell,AMD,Integrada,2 en 1,Windows,850.38
LAP-014805,SN-57769558,2021-06-10,16,1024.0,16.0,0.9,10.0,Lenovo,Apple Silicon,NVIDIA,2 en 1,macOS,1504.05
LAP-005254,SN-73775418,2021-01-30,16,1024.0,14.1,2.13,10.9,Lenovo,Intel,Integrada,Business,Windows,1016.42
LAP-010522,SN-79550999,2024-06-06,16,1024.0,15.6,1.22,7.3,Lenovo,Intel,NVIDIA,Notebook,Windows,1305.85
LAP-015521,SN-20882806,2024-02-22,16,512.0,16.1,2.73,8.8,Lenovo,AMD,NVIDIA,Gaming,Windows,1599.33
LAP-003485,SN-77490374,2023-11-16,16,512.0,15.5,2.86,6.7,Dell,AMD,Integrada,Business,Windows,730.81
LAP-013977,SN-52202010,2021-01-09,16,1024.0,15.7,1.05,11.4,Dell,Intel,AMD Radeon,2 en 1,ChromeOS,1268.07
LAP-007894,SN-86784681,2023-06-26,16,512.0,15.6,1.68,8.9,Apple,Intel,NVIDIA,Notebook,Windows,1672.34
LAP-015731,SN-41579488,2023-12-26,32,512.0,17.3,2.17,9.1,Asus,AMD,NVIDIA,Business,Windows,1511.54
LAP-018577,SN-27610417,2023-05-19,4,512.0,16.0,2.03,7.1,Asus,AMD,Integrada,2 en 1,Windows,747.49
LAP-016504,SN-12950852,2021-12-30,8,1024.0,13.3,2.38,7.4,MSI,AMD,Integrada,2 en 1,Linux,1040.45
LAP-008774,SN-72724327,2021-08-16,32,256.0,17.3,2.27,5.5,Acer,AMD,Integrada,2 en 1,Windows,927.05
LAP-016412,SN-85396544,2024-07-13,8,1024.0,14.1,1.53,2.0,Apple,AMD,NVIDIA,Notebook,Linux,1772.25
LAP-006577,SN-18691848,2021-10-19,8,1024.0,15.6,2.45,5.3,Dell,Intel,Integrada,Gaming,Windows,1320.0
LAP-017497,SN-68956736,2022-03-31,8,256.0,13.3,,,MSI,AMD,NVIDIA,2 en 1,Windows,1149.28
LAP-014185,SN-27122375,2022-11-04,8,256.0,13.3,1.87,,MSI,Intel,NVIDIA,Notebook,ChromeOS,1074.96
LAP-009769,SN-98839168,2022-03-28,8,512.0,15.6,2.22,6.8,MSI,Intel,Integrada,Ultrabook,Windows,1004.91
LAP-007219,SN-69215482,2023-10-24,64,256.0,13.2,2.11,6.7,HP,Intel,Integrada,Notebook,Windows,1030.84
LAP-005537,SN-34228971,2021-03-11,32,1024.0,15.6,1.53,,MSI,Intel,Integrada,2 en 1,Windows,1387.19
LAP-008569,SN-40736273,2023-07-13,8,256.0,15.6,3.05,13.4,Samsung,Intel,Integrada,Gaming,Windows,1060.16
LAP-007130,SN-58730559,2023-06-10,16,2048.0,16.0,2.87,6.9,Lenovo,Apple Silicon,NVIDIA,Ultrabook,macOS,1700.27
LAP-010653,SN-29939185,2024-03-11,32,1024.0,13.9,,6.9,Acer,AMD,Integrada,Gaming,Windows,1331.12
LAP-005054,SN-73021786,2022-05-05,32,1024.0,13.2,,6.1,Dell,AMD,Integrada,Ultrabook,Windows,1208.34
LAP-019297,SN-88182021,2021-11-22,16,256.0,15.6,3.18,11.7,HP,Intel,Integrada,Gaming,Windows,1111.07
LAP-010312,SN-39610500,2023-02-17,4,128.0,17.2,1.85,9.4,Asus,Intel,NVIDIA,Ultrabook,Windows,1047.81
LAP-015799,SN-72679469,2022-02-19,16,256.0,14.0,1.42,8.5,Lenovo,Intel,Integrada,Business,Windows,831.32
LAP-017152,SN-52210204,2024-03-07,8,256.0,15.7,1.06,10.8,Apple,Intel,Integrada,Ultrabook,Windows,1278.79
LAP-007271,SN-67947612,2021-11-18,8,512.0,14.0,,6.0,Dell,Intel,Integrada,Notebook,Windows,497.68
LAP-002140,SN-39904706,2024-07-03,4,512.0,16.0,1.86,10.0,Apple,Intel,Integrada,Ultrabook,Windows,1320.5
LAP-011386,SN-26017699,2024-01-04,16,1024.0,13.3,2.76,5.3,Acer,AMD,AMD Radeon,Gaming,Windows,1330.69
LAP-010717,SN-76198654,2024-01-11,32,128.0,16.0,2.72,10.1,Lenovo,AMD,NVIDIA,Gaming,Windows,1869.74
LAP-013408,SN-44143303,2023-01-31,4,512.0,15.6,1.35,5.7,Lenovo,AMD,NVIDIA,Business,Windows,1063.5
LAP-002443,SN-81361401,2024-02-29,16,256.0,15.6,2.42,7.6,HP,Intel,Integrada,Notebook,Windows,629.39
LAP-008737,SN-25835363,2021-12-12,8,256.0,15.6,1.13,9.4,HP,AMD,NVIDIA,Ultrabook,ChromeOS,1112.43
